client_id,path,sentence,up_votes,down_votes,age,gender,accents,locale,segment,length
3,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_36065681.mp3,"""Der keamer koe tsjinje as pronkkeamer, skriuwkeamer of as bêste sliepkeamer.""",3,0,sixties,female,unknown,fy-NL,unknown,6.66
12,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21471672.mp3,"""Wy biede jo fergees in ekstra praktykmiddei oan.""",2,0,sixties,female,unknown,fy-NL,unknown,5.136
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21413570.mp3,"""Dêr hoechsto dy net drok oer te meitsjen.""",2,0,sixties,male,unknown,fy-NL,unknown,4.536
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_23802477.mp3,"""Op it hichtepunt fan de foarstelling swiere der tritich dûnsers oer it iis.""",2,0,sixties,female,unknown,fy-NL,unknown,7.288163265306123
2,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_27012425.mp3,"""Op ferskate plakken yn Europa wiene woansdeitejûn spontane demonstraasjes.""",2,0,sixties,male,unknown,fy-NL,unknown,7.056
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21689573.mp3,"""Hij kin allegear oare drokten net kombinearje mei it foarsitterskip fan 'e feriening.""",2,0,sixties,female,unknown,fy-NL,unknown,7.536
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21557185.mp3,"""Dy prosesje wurdt de tiisdeis nei de Pinkster holden.""",2,0,sixties,female,unknown,fy-NL,unknown,5.376
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_28342504.mp3,"""Dit is myn maat en hy docht oan fuotbaljen.""",2,0,seventies,male,unknown,fy-NL,unknown,5.148
0,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_24676110.mp3,"""It gers wurdt oanfretten en it lân fan de boeren sit fol gatten.""",2,1,sixties,female,unknown,fy-NL,unknown,6.336
1,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21463052.mp3,"""Wat is dyn ynternetadres?""",2,0,sixties,male,unknown,fy-NL,unknown,5.616
19,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_24641020.mp3,"""Tagelyk mei de offisjele iepening waard in boek oer de bewenners presintearre.""",2,1,sixties,female,unknown,fy-NL,unknown,5.22
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21466472.mp3,"""No moandei soe wolris yn it teken fan in grutte waarsomslach stean kinne.""",2,0,sixties,female,unknown,fy-NL,unknown,7.176
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_28343410.mp3,"""Hja moast in soad wurk út hannen jaan.""",2,0,seventies,male,unknown,fy-NL,unknown,2.916
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21540555.mp3,"""Ho mar.""",2,0,sixties,female,unknown,fy-NL,unknown,2.904
21,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_22979908.mp3,"""Hy is al in pear dagen net op skoalle kaam.""",2,0,sixties,female,unknown,fy-NL,unknown,3.984
20,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_28361464.mp3,"""Dominy kin sa'n grutte tsjerke hast net bepreekje.""",2,0,sixties,female,unknown,fy-NL,unknown,4.068
10,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_28395768.mp3,"""By de begraffenis hie er stimmige swarte klean oan.""",2,0,sixties,female,unknown,fy-NL,unknown,5.184
16,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_30490791.mp3,"""Ik haw hast in jier blessearre west.""",2,0,sixties,female,unknown,fy-NL,unknown,3.96
17,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21727916.mp3,"""Nije rigel.""",2,0,sixties,female,unknown,fy-NL,unknown,4.776
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_23853178.mp3,"""De polysje nimt de saak heech op en praat fan besykjen ta deaslach.""",2,0,sixties,female,unknown,fy-NL,unknown,6.6873469387755105
13,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21470003.mp3,"""Set oer nei it Frysk.""",2,0,sixties,male,unknown,fy-NL,unknown,3.912
1,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21413781.mp3,"""O, gelokkich.""",2,0,sixties,male,unknown,fy-NL,unknown,2.496
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_23802676.mp3,"""Op in nacht foel der in tsjok pak snie dat dagen lizzen bleau.""",2,0,sixties,female,unknown,fy-NL,unknown,5.98204081632653
6,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_28447431.mp3,"""Skoaldokters en learkrêften leare hoe't se hannelje moatte at se bernemishanneling tsjinkomme.""",2,0,sixties,female,unknown,fy-NL,unknown,7.128
6,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_28447467.mp3,"""Foar dy foarstellingen wie der in libbene swarte handel yn kaartsjes.""",2,0,sixties,female,unknown,fy-NL,unknown,6.3
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21485540.mp3,"""De fotograaf dokumintearret de ynterieurs fan Sjineeske restaurants mei de akwaria dêryn.""",2,1,sixties,female,unknown,fy-NL,unknown,8.904
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21540582.mp3,"""Spitigernôch woene de oaren net meiwurkje oan de reüny.""",2,0,sixties,female,unknown,fy-NL,unknown,5.784
18,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_28389734.mp3,"""Ik krij noch tweintich euro fan dy werom.""",2,0,eighties,male,unknown,fy-NL,unknown,4.5
17,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21709547.mp3,"""Ik wie negatyf ynsteld en seach al hiel lang neat mear posityf.""",2,0,sixties,female,unknown,fy-NL,unknown,5.544
9,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21479886.mp3,"""Sa'n tritich húshâldens sieten sûnder wetter troch in lek yn de wetterlieding.""",2,0,sixties,female,unknown,fy-NL,unknown,6.024
9,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21481734.mp3,"""Ik tocht, wat kin my dat skele, men libbet mar ien kear.""",2,0,sixties,female,unknown,fy-NL,unknown,3.984
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21502024.mp3,"""Lege skuon stypje de ankels minder as hege.""",2,0,sixties,female,unknown,fy-NL,unknown,5.616
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_28342066.mp3,"""Hy sjocht fereale nei de sjongeres mei de rôze klean oan.""",2,0,seventies,male,unknown,fy-NL,unknown,5.616
0,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_24676147.mp3,"""Nei fjouwer jier waard de mûne wer bûten wurking steld.""",2,0,sixties,female,unknown,fy-NL,unknown,5.436
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_23800449.mp3,"""Justerjûn hawwe de bern in jûnskuier makke yn it tsjuster.""",2,0,sixties,female,unknown,fy-NL,unknown,5.851428571428571
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21413414.mp3,"""De bêste klok is wolris fan 'e slach.""",2,0,sixties,male,unknown,fy-NL,unknown,4.416
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21540572.mp3,"""Der is gjin minder wurk as neatdwaan.""",2,0,sixties,female,unknown,fy-NL,unknown,4.464
2,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_27012347.mp3,"""It oandiel fan it bedriuwslibben yn it ynsammeljen fan húshâldlik ôffal nimt hieltyd ta.""",2,0,sixties,male,unknown,fy-NL,unknown,7.776
17,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21642378.mp3,"""Wa nimt noch tiid foar in lange brief oan in freon?""",2,0,sixties,female,unknown,fy-NL,unknown,5.016
21,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21734026.mp3,"""Dêr't it hert fol fan is, dêr rint de mûle fan oer.""",2,0,sixties,female,unknown,fy-NL,unknown,4.824
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21413557.mp3,"""Dat hingje ik net oan 'e grutte klok.""",2,0,sixties,male,unknown,fy-NL,unknown,5.184
13,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_21468850.mp3,"""Hja sette de nôtmûne op saterdeitemoarn yn it wurk.""",2,0,sixties,male,unknown,fy-NL,unknown,5.16
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_28342811.mp3,"""Ik wol net de kâns rinne dat ik har mem oan 'e line krij.""",2,0,seventies,male,unknown,fy-NL,unknown,4.5
21,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PitchShift_audio/p_common_voice_fy-NL_22979942.mp3,"""Yn de moderne maatskippij fynt in konsintraasje plak fan bedriuwen.""",2,0,sixties,female,unknown,fy-NL,unknown,6.144
9,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21481577.mp3,"""Geregeld syktefersom is op himsels gjin reden foar ûntslach.""",2,1,sixties,female,unknown,fy-NL,unknown,4.656
19,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_24662682.mp3,"""Men moat nea te beroerd wêze om in hantaast te dwaan.""",2,0,sixties,female,unknown,fy-NL,unknown,4.536
0,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_24676134.mp3,"""Sykje in wurd.""",2,0,sixties,female,unknown,fy-NL,unknown,2.988
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_28343895.mp3,"""Sa'n grutte logistike operaasje easket in spesjale ynstelling.""",2,0,seventies,male,unknown,fy-NL,unknown,5.256
13,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21489015.mp3,"""De programma's dy't in soad publyk lûke, kostje faak ek in soad jild.""",2,0,sixties,male,unknown,fy-NL,unknown,6.192
2,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_27012426.mp3,"""Wite Tongersdei is de dei dat de tsjerke it Lêste Nachtmiel fiert.""",2,0,sixties,male,unknown,fy-NL,unknown,6.48
19,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_24640858.mp3,"""De formules yn dizze kolom werjaan.""",2,0,sixties,female,unknown,fy-NL,unknown,4.176
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21516137.mp3,"""Hy laket de wite tosken bleat.""",2,0,sixties,female,unknown,fy-NL,unknown,4.104
19,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_24680834.mp3,"""Hy wennet no al wer jierren yn Kimswert.""",2,0,sixties,female,unknown,fy-NL,unknown,4.284
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21516170.mp3,"""Iepenje Myn muzyk.""",2,0,sixties,female,unknown,fy-NL,unknown,3.576
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21689573.mp3,"""Hij kin allegear oare drokten net kombinearje mei it foarsitterskip fan 'e feriening.""",2,0,sixties,female,unknown,fy-NL,unknown,7.536
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21707465.mp3,"""Oare redenen om de stêd te ûntflechtsjen binne stress en loftfersmoarging.""",2,0,sixties,female,unknown,fy-NL,unknown,6.576
9,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21481531.mp3,"""Alle ynsitters binne by it ûngemak om it libben kommen.""",2,0,sixties,female,unknown,fy-NL,unknown,4.944
19,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_24605263.mp3,"""We moatte der mar in mouwe oan passe.""",3,0,sixties,female,unknown,fy-NL,unknown,3.348
2,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_27012455.mp3,"""De bewenners fan it hús litte no foar it earst fan har hearre.""",2,0,sixties,male,unknown,fy-NL,unknown,6.012
6,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_28447455.mp3,"""Sy moast behannele wurde troch ambulânsepersoniel.""",3,0,sixties,female,unknown,fy-NL,unknown,4.68
3,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_36065986.mp3,"""Dat is spitich genôch net it gefal.""",2,0,sixties,female,unknown,fy-NL,unknown,3.528
10,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_28395814.mp3,"""Dat boek haw ik wer teplak set yn 'e kast.""",2,0,sixties,female,unknown,fy-NL,unknown,4.932
17,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21709461.mp3,"""By de omrop stie ik oanskreaun as saakkundige foar East-Europa.""",2,0,sixties,female,unknown,fy-NL,unknown,5.376
12,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21435210.mp3,"""De saterdeitejûns dat wy der wiene, wie it gesellich drok.""",2,1,sixties,female,unknown,fy-NL,unknown,7.848
17,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21642378.mp3,"""Wa nimt noch tiid foar in lange brief oan in freon?""",2,0,sixties,female,unknown,fy-NL,unknown,5.016
17,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21642223.mp3,"""Haw mar efkes geduld.""",2,0,sixties,female,unknown,fy-NL,unknown,3.456
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_23853178.mp3,"""De polysje nimt de saak heech op en praat fan besykjen ta deaslach.""",2,0,sixties,female,unknown,fy-NL,unknown,6.6873469387755105
0,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_24676147.mp3,"""Nei fjouwer jier waard de mûne wer bûten wurking steld.""",2,0,sixties,female,unknown,fy-NL,unknown,5.436
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_23802477.mp3,"""Op it hichtepunt fan de foarstelling swiere der tritich dûnsers oer it iis.""",2,0,sixties,female,unknown,fy-NL,unknown,7.288163265306123
19,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_24662609.mp3,"""It is oft de duvel dermei spilet.""",2,0,sixties,female,unknown,fy-NL,unknown,4.356
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21413375.mp3,"""Tiisdeitemoarn sil de tydlike fytsbrêge net yn gebrûk wêze.""",2,0,sixties,male,unknown,fy-NL,unknown,5.736
19,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_24617632.mp3,"""Hjir koenen de minsken in boarreltsje krije gewoan yn de keamer.""",2,0,sixties,female,unknown,fy-NL,unknown,5.796
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21689549.mp3,"""Oan 'e ein fan 'e middei soene wy wer ophelle wurde troch it boatsje.""",2,1,sixties,female,unknown,fy-NL,unknown,5.784
9,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21479903.mp3,"""Se is noch mar sân en tweintich, dus noch lang gjin beppe.""",2,0,sixties,female,unknown,fy-NL,unknown,8.976
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21689559.mp3,"""Nei iten kinst yn ús bar terjochte foar in lekker kopke kofje.""",2,0,sixties,female,unknown,fy-NL,unknown,6.264
17,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21709547.mp3,"""Ik wie negatyf ynsteld en seach al hiel lang neat mear posityf.""",2,0,sixties,female,unknown,fy-NL,unknown,5.544
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_28342811.mp3,"""Ik wol net de kâns rinne dat ik har mem oan 'e line krij.""",2,0,seventies,male,unknown,fy-NL,unknown,4.5
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21689597.mp3,"""De optredens fariearje fan it begelieden fan in tsjerketsjinst oant in programma yn fersoargingshuzen.""",2,0,sixties,female,unknown,fy-NL,unknown,8.424
19,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_24605271.mp3,"""De nedige stipebedraggen binne astronomysk groeid.""",2,0,sixties,female,unknown,fy-NL,unknown,5.148
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_23881360.mp3,"""Hja wie al fyftich, mar hja seach der folle jonger út.""",2,0,sixties,female,unknown,fy-NL,unknown,5.198367346938776
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_23813930.mp3,"""As haadfak studearret er moderne literatuer.""",2,0,sixties,female,unknown,fy-NL,unknown,5.093877551020408
6,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_28448834.mp3,"""Elkenien op dy ekspedysje wist hiel goed dat men jin op glêd iis bejoech.""",2,0,sixties,female,unknown,fy-NL,unknown,7.056
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21413555.mp3,"""Oeral dêr't de brannettel groeit kinst ek de giele of pearse dôvenettel tsjinkomme.""",2,0,sixties,male,unknown,fy-NL,unknown,7.776
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_23881345.mp3,"""De kuier sil duorje oant likernôch fjouwer oere.""",2,0,sixties,female,unknown,fy-NL,unknown,4.675918367346939
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21516133.mp3,"""Wienen wy net thús?""",2,0,sixties,female,unknown,fy-NL,unknown,4.056
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21441270.mp3,"""Sokke dingen moatte hieltyd op 'e nij nei foaren brocht wurde.""",2,0,sixties,female,unknown,fy-NL,unknown,5.856
2,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_28351456.mp3,"""Hjir is dúdlik sprake fan in ûnhâldbere situaasje.""",2,0,sixties,male,unknown,fy-NL,unknown,5.652
1,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21463105.mp3,"""No sneintemoarn makket de bûnscoach syn seleksje bekend.""",2,0,sixties,male,unknown,fy-NL,unknown,4.656
17,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21634366.mp3,"""Om achttjin hûndert hinne wie hjir folle mear lân.""",2,0,sixties,female,unknown,fy-NL,unknown,5.136
